method,rank,query_artist,query_song,query_genre,match_artist,match_song,match_genre,score,hit
raw cosine,1,Toby Keith,Blue Bedroom,country,Ayo,Only You,r&b/soul,0.8089345253908576,False
raw cosine,2,Toby Keith,Blue Bedroom,country,7L & Esoteric,Boxcutter Rap,hip hop,0.7786658191366166,False
raw cosine,1,Toby Keith,It's All Good,country,Above The Law,Flow On (Move Me No Mountain),hip hop,0.7257120292164673,False
raw cosine,2,Toby Keith,It's All Good,country,Set Your Goals,our ethos: a legacy to pass on,metal,0.6950123233311677,False
raw cosine,1,Toby Keith,Sweet,country,Common,Book Of Life,hip hop,0.8594451990301829,False
raw cosine,2,Toby Keith,Sweet,country,OutKast,Claimin' True,hip hop,0.8508988415463777,False
raw cosine,1,Toby Keith,You Shouldn't Kiss Me Like This,country,Lauryn Hill,Interlude 5,r&b/soul,0.7350399228983442,False
raw cosine,2,Toby Keith,You Shouldn't Kiss Me Like This,country,Kenickie,I Never Complain,punk,0.7278782236379071,False
raw cosine,1,Sara Evans,A Real Fine Place To Start,country,Natalie Cole,I'm Catching Hell (Living Here Alone) (Digitally Remastered 02),jazz,0.624425897727655,False
raw cosine,2,Sara Evans,A Real Fine Place To Start,country,Digital Underground,Sex Packets (LP Version),hip hop,0.6149362439930187,False
raw cosine,1,Kenny Rogers,Endless love,country,Hello Saferide,Get Sick Soon,folk,0.8306055308925484,False
raw cosine,2,Kenny Rogers,Endless love,country,Next,I Still Love You,r&b/soul,0.8292650210010611,False
raw cosine,1,Blake Shelton,Love Gets In The Way (Album Version),country,Fairground Attraction,Whispers,pop,0.7393595774642931,False
raw cosine,2,Blake Shelton,Love Gets In The Way (Album Version),country,The Supremes,Stranger In Paradise,r&b/soul,0.7212734865577317,False
raw cosine,1,George Strait,I'd Like To Have That One Back,country,Unsung Zeros,Intermission,punk,0.7329268484732367,False
raw cosine,2,George Strait,I'd Like To Have That One Back,country,The Jeff Healey Band,My Little Girl,blues,0.7178060087572243,False
raw cosine,1,George Strait,Marina Del Rey,country,Strung Out,Dead Spaces,metal,0.6004376258723121,False
raw cosine,2,George Strait,Marina Del Rey,country,Cyndi Lauper,Sally's Pigeons,pop,0.5948603239449886,False
raw cosine,1,George Strait,Milk Cow Blues,country,Barry White,Never Gonna Give You Up,r&b/soul,0.746099403436712,False
raw cosine,2,George Strait,Milk Cow Blues,country,Clawfinger,Revenge,metal,0.7443318892144923,False
raw cosine,1,Josh Turner,Another Try,country,Elizabeth Cotten,When I'm Gone,blues,0.7343941248470012,False
raw cosine,2,Josh Turner,Another Try,country,Clint Black,Killin' Time,country,0.73122425780468,True
raw cosine,1,Josh Turner,As Fast As I Could,country,Common,Book Of Life,hip hop,0.7988579052116475,False
raw cosine,2,Josh Turner,As Fast As I Could,country,Aaron Carter,That's How I Beat Shaq,pop,0.7747084000132225,False
raw cosine,1,Daft Punk,One More Time / Aerodynamic,electronic,Fair Warning,Take Me Up,metal,0.527447359312641,False
raw cosine,2,Daft Punk,One More Time / Aerodynamic,electronic,Colbie Caillat,Midnight Bottle,pop,0.4960549176969501,False
raw cosine,1,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Fractured,One More Time,electronic,0.6955450382677406,True
raw cosine,2,Daft Punk,One More Time (Romanthony's Unplugged),electronic,Hot Tuna,Come Back Baby,blues,0.6793139097191931,False
raw cosine,1,Daft Punk,Touch It / Technologic,electronic,Devo,Whip It,pop,0.8060299799284004,False
raw cosine,2,Daft Punk,Touch It / Technologic,electronic,Robbie Williams,It's De-Lovely,jazz,0.8050355745285214,False
raw cosine,1,Ke$ha,Boots &  Boys,electronic,Stephanie McIntosh,Overcome,pop,0.6839576875521296,False
raw cosine,2,Ke$ha,Boots &  Boys,electronic,Carpark North,I And You,rock,0.6698112711198629,False
raw cosine,1,Ke$ha,Animal,electronic,Bird York,Lovely Thing,pop,0.654051801775045,False
raw cosine,2,Ke$ha,Animal,electronic,KRS ONE,I'm On The Mic,reggae,0.5985801754588809,False
raw cosine,1,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Sleeper,Delicious,pop,0.8817949394087483,False
raw cosine,2,Katy Perry,Hot N Cold (Innerpartysystem Main),electronic,Husker Du,You're A Soldier,rock,0.8488816012487144,False
raw cosine,1,Owl City,Captains and Cruise Ships,electronic,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.8141768003827177,False
raw cosine,2,Owl City,Captains and Cruise Ships,electronic,MC Paul Barman,Excuse You,hip hop,0.8033942014035339,False
raw cosine,1,Owl City,Designer Skyline,electronic,General Surgery,Viva ! blunt force trauma,metal,0.7851486506977174,False
raw cosine,2,Owl City,Designer Skyline,electronic,Further Seems Forever,Snowbirds And Townies,punk,0.7651734526569165,False
raw cosine,1,Owl City,Early Birdie,electronic,The Streets,The Irony Of It All (Album Version),electronic,0.5676366039949823,True
raw cosine,2,Owl City,Early Birdie,electronic,Lil Wyte,Ten Toes Tall,hip hop,0.562233593749491,False
raw cosine,1,Owl City,Meteor Shower,electronic,K'Naan,Soobax,hip hop,0.7650891375745664,False
raw cosine,2,Owl City,Meteor Shower,electronic,Ashley MacIsaac,I Don't Need This,electronic,0.7358109493375435,True
raw cosine,1,Owl City,This Is The Future,electronic,Unter Null,Disgrace (Unholy Remix),classical,0.6985047749255158,False
raw cosine,2,Owl City,This Is The Future,electronic,Pencey Prep,Fat And Alone,rock,0.6852745463773746,False
raw cosine,1,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Dead Kennedys,Goons of Hazzard,punk,0.6419693117332821,False
raw cosine,2,30 Seconds To Mars,Kings and Queens (Innerpartysystem Remix Main),electronic,Zeigeist,Black Milk,electronic,0.6414269805898185,True
raw cosine,1,LMFAO,Bounce,electronic,OutKast,Claimin' True,hip hop,0.7984691070649035,False
raw cosine,2,LMFAO,Bounce,electronic,Redman,Soopaman Luva 3,hip hop,0.7856642453075681,False
raw cosine,1,Crystal Castles,Vanished,electronic,Gin Blossoms,Cheatin',rock,0.6459466467702077,False
raw cosine,2,Crystal Castles,Vanished,electronic,The Jazz Butcher,She's On Drugs,rock,0.6432865071081605,False
raw cosine,1,Crystal Castles,Xxzxcuzx,electronic,Dead Kennedys,Kinky Sex Makes the World Go 'Round,punk,0.6341422287171887,False
raw cosine,2,Crystal Castles,Xxzxcuzx,electronic,Gang Starr,The Place We Dwell,hip hop,0.6127327547271881,False
raw cosine,1,Madonna,Die Another Day [Live],electronic,Bracket,Cynically Depressed,punk,0.7094642914514258,False
raw cosine,2,Madonna,Die Another Day [Live],electronic,The Runaways,School Days,punk,0.7007093700486069,False
raw cosine,1,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,The Wonder Years,Dude_ What Is a Land Pirate?,punk,0.636663868729615,False
raw cosine,2,The Smashing Pumpkins,Perfect (Nellee Hooper Instrumental),electronic,RIDDLIN' KIDS,Ship Jumper,punk,0.6354443948563383,False
raw cosine,1,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Neil Diamond,Delirious Love,folk,0.6164540227043704,False
raw cosine,2,Kylie Minogue,Love At First Sight (The Scumfrog's Beauty And The Beast Vocal Edit),electronic,Bonnie Raitt,Hear Me Lord,blues,0.6009380536653515,False
raw cosine,1,LMFAO,I Am Not A Whore,electronic,Phosphorescent,Not A Heel,folk,0.8594093108896051,False
raw cosine,2,LMFAO,I Am Not A Whore,electronic,Björk,Hunter,electronic,0.8576710520204935,True
raw cosine,1,Cascada,Fever,electronic,Devo,Whip It,pop,0.666852218837513,False
raw cosine,2,Cascada,Fever,electronic,Uriah Heep,Save It,rock,0.6596086700523046,False
raw cosine,1,Depeche Mode,Freestate,electronic,Damn Yankees,Firefly (LP Version),rock,0.590293211050988,False
raw cosine,2,Depeche Mode,Freestate,electronic,Marques Houston,Cancel (Album Version),r&b/soul,0.5794378650979687,False
raw cosine,1,Depeche Mode,Personal Jesus,electronic,Lollipop Lust Kill,Personal Jesus,metal,0.9567355016832566,False
raw cosine,2,Depeche Mode,Personal Jesus,electronic,Blackalicious,Just What Can Happen,hip hop,0.5862709205077544,False
raw cosine,1,Gorillaz,Broken,electronic,Erasure,The Circus,pop,0.4823046022550818,False
raw cosine,2,Gorillaz,Broken,electronic,Sean Kingston,Magical,hip hop,0.4778119969101455,False
raw cosine,1,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,Daft Punk,Touch It / Technologic,electronic,0.706104038330947,True
raw cosine,2,Gorillaz,Kids With Guns (Quiet Village Remix),electronic,The Specials,Doesn't Make It Alright,reggae,0.6607096038317538,False
raw cosine,1,Gorillaz,Rhinestone Eyes,electronic,A Tribe Called Quest,Peace_ Prosperity & Paper,hip hop,0.6151066731770107,False
raw cosine,2,Gorillaz,Rhinestone Eyes,electronic,Kottonmouth Kings,Bump,hip hop,0.6122319443189098,False
raw cosine,1,The Prodigy,Invaders Must Die,electronic,PeterLicht,Popkultur / Meide,electronic,0.534686377234948,True
raw cosine,2,The Prodigy,Invaders Must Die,electronic,Jungle Rot,Immersed In Pain,metal,0.48780783917080295,False
raw cosine,1,The Prodigy,Wake Up Call (Album Version),electronic,Marissa Nadler,Undertaker,country,0.5655267117210215,False
raw cosine,2,The Prodigy,Wake Up Call (Album Version),electronic,Trisha Yearwood,Come Back When It Ain't Rainin',country,0.5364768537952223,False
raw cosine,1,The Prodigy,We Gonna Rock,electronic,The B-52s,Rock Lobster (Live),electronic,0.5313037291440534,True
raw cosine,2,The Prodigy,We Gonna Rock,electronic,Charlie Robison,Good Times,country,0.48373375565738,False
raw cosine,1,Nine Inch Nails,The Great Collapse,electronic,Dillinger Four,A Floater Left With Pleasure In The Executive Washroom.,punk,0.5900304305670155,False
raw cosine,2,Nine Inch Nails,The Great Collapse,electronic,Time Again,Day Like This,punk,0.5743497742760909,False
raw cosine,1,Duran Duran,Electric Barbarella (Radio Edit),electronic,The Antlers,Epilogue,rock,0.7587906862592929,False
raw cosine,2,Duran Duran,Electric Barbarella (Radio Edit),electronic,Marissa Nadler,Famous Blue Raincoat,folk,0.7413997674492591,False
raw cosine,1,Björk,Pluto,electronic,Fear My Thoughts,Wasteland,metal,0.5566522713077471,False
raw cosine,2,Björk,Pluto,electronic,Incubus,Pardon Me,rock,0.5346991212454282,False
raw cosine,1,Empire Of The Sun,Delta Bay,electronic,Memphis Minnie,Down In The Alley,blues,0.5580896364022438,False
raw cosine,2,Empire Of The Sun,Delta Bay,electronic,Wu-Tang Clan,The What,hip hop,0.5145079969904688,False
raw cosine,1,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Clawfinger,Revenge,metal,0.7544107678533769,False
raw cosine,2,Empire Of The Sun,We Are The People (Shazam Remix),electronic,Jay-Jay Johanson,Rush,electronic,0.7390582047411307,True
raw cosine,1,The Maine,You Left Me,electronic,Les Valentins,It's Too Late,pop,0.692284114430058,False
raw cosine,2,The Maine,You Left Me,electronic,The Isley Brothers,Touch Me,blues,0.6547758611089833,False
raw cosine,1,Hot Chip,The Warning,electronic,Shai,Waiting For The Day,r&b/soul,0.7080898506941884,False
raw cosine,2,Hot Chip,The Warning,electronic,Annihilator,Hunter killer,metal,0.7060697363811239,False
raw cosine,1,Enter Shikari,Keep It On Ice,electronic,At The Gates,Captor Of Sin (Slayer Cover),metal,0.6381371265238076,False
raw cosine,2,Enter Shikari,Keep It On Ice,electronic,Kotipelto,Lord Of Eternity,metal,0.6254869980354952,False
raw cosine,1,Enter Shikari,The Jester,electronic,Lost Boyz,Keep It Real,hip hop,0.7272648260569898,False
raw cosine,2,Enter Shikari,The Jester,electronic,Above The Law,Flow On (Move Me No Mountain),hip hop,0.7033017724963556,False
raw cosine,1,Enya,Lazy Days,electronic,Anjali,Mistress Of Disguise,electronic,0.5985239830039881,True
raw cosine,2,Enya,Lazy Days,electronic,Darden Smith,Swept Away,country,0.5920586402617903,False
raw cosine,1,Enya,Someone Said Goodbye,electronic,Rosanne Cash,I Don't Know Why You Don't Want Me,country,0.7267854833606897,False
raw cosine,2,Enya,Someone Said Goodbye,electronic,Mr. Vegas,I Don't Know Why I Love You,reggae,0.6681571071763651,False
raw cosine,1,Enya,The Magic Of The Night,electronic,Lard,The Power Of Lard,punk,0.5896322973574187,False
raw cosine,2,Enya,The Magic Of The Night,electronic,Seelenkrank,Lost,electronic,0.5583246731243598,True
raw cosine,1,Bruce Springsteen,Gave It A Name,folk,Rasputina,Mr. E. Leon Rauis,rock,0.5931226425529182,False
raw cosine,2,Bruce Springsteen,Gave It A Name,folk,Freezepop,Ninja Of Love (Album Version),pop,0.5901834567271025,False
raw cosine,1,Johnny Cash,The Vanishing Race,folk,Domine,The Ride Of The Valkyries,classical,0.6842119717617625,False
raw cosine,2,Johnny Cash,The Vanishing Race,folk,Helen Reddy,Peaceful,pop,0.6732444622478669,False
raw cosine,1,John Mayer,All We Ever Do Is Say Goodbye,folk,Kelly Price,Don't Say Goodbye,r&b/soul,0.5576360185477601,False
raw cosine,2,John Mayer,All We Ever Do Is Say Goodbye,folk,Lisa Stansfield,Goodbye,punk,0.515954481420897,False
raw cosine,1,John Mayer,Clarity,folk,Cat Stevens,Rubylove,folk,0.7914090893574053,True
raw cosine,2,John Mayer,Clarity,folk,Gorky's Zygotic Mynci,Honeymoon With You,pop,0.592999738458225,False
raw cosine,1,John Mayer,Why Georgia,folk,Eminem,8 Mile,hip hop,0.75774016369134,False
raw cosine,2,John Mayer,Why Georgia,folk,Eminem,Rabbit Run,hip hop,0.7575083177970414,False
raw cosine,1,Jack Johnson,Mudfootball (For Moe Lerner),folk,Beast,Devil,electronic,0.5392784452354596,False
raw cosine,2,Jack Johnson,Mudfootball (For Moe Lerner),folk,Shane MacGowan And The Popes,More Pricks Than Kicks,folk,0.5382528517857033,True
raw cosine,1,Sufjan Stevens,Sister Winter,folk,Bette Midler,Friends/Oh My My (LIve),folk,0.7771210723403891,True
raw cosine,2,Sufjan Stevens,Sister Winter,folk,Diary of Dreams,Tears of Laughter,punk,0.6946715261934102,False
raw cosine,1,Rufus Wainwright,In A Graveyard,folk,Birth Control,Gamma Ray,rock,0.49465706503974505,False
raw cosine,2,Rufus Wainwright,In A Graveyard,folk,Asphyx,Indulge In Frenzy,metal,0.45727531472419775,False
raw cosine,1,Rufus Wainwright,Baby,folk,Less Than Jake,I Think I Love You,reggae,0.8386664591573368,False
raw cosine,2,Rufus Wainwright,Baby,folk,Next,I Still Love You,r&b/soul,0.8289853313139036,False
raw cosine,1,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Dead Kennedys,Goons of Hazzard,punk,0.6786363838670403,False
raw cosine,2,Edward Sharpe & The Magnetic Zeros,Janglin,folk,Suicide Commando,Dead March,electronic,0.6777057515773306,False
raw cosine,1,Bob Dylan,Ballad In Plain D,folk,Con Funk Shun,Electric Lady,r&b/soul,0.7786801438980581,False
raw cosine,2,Bob Dylan,Ballad In Plain D,folk,Example,Birthday Card,hip hop,0.7638939200181829,False
raw cosine,1,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Angela Bofill,I Try,r&b/soul,0.8300310278249087,False
raw cosine,2,Bob Dylan,One Of Us Must Know (Sooner Or Later),folk,Leonard Cohen,Chelsea Hotel #2,folk,0.8255527888645763,True
raw cosine,1,James Taylor,It's Growing,folk,Big Bad Voodoo Daddy,Big And Bad,jazz,0.6623058767432092,False
raw cosine,2,James Taylor,It's Growing,folk,16 Horsepower,Coal Black Horses,country,0.6494944600193853,False
raw cosine,1,James Taylor,Oh_ Susannah (LP Version),folk,Snoop Dogg,Snoopafella (Edited),hip hop,0.751170263555241,False
raw cosine,2,James Taylor,Oh_ Susannah (LP Version),folk,King Tee,Act A Fool,hip hop,0.7361404325547102,False
raw cosine,1,James Taylor,Something In The Way She Moves,folk,Atmosphere,Hair,hip hop,0.6898237509042626,False
raw cosine,2,James Taylor,Something In The Way She Moves,folk,Obie Trice,Got Some Teeth,hip hop,0.6668673603111734,False
raw cosine,1,David Gray,Draw The Line,folk,Against All Authority,Stand In Line,reggae,0.4568882237507943,False
raw cosine,2,David Gray,Draw The Line,folk,Beck,Farewell Ride,rock,0.4554883361460728,False
raw cosine,1,David Gray,Sail Away,folk,OV7,Angelica,latin,0.6422368518882587,False
raw cosine,2,David Gray,Sail Away,folk,Usher,Nice & Slow,r&b/soul,0.6338410188205807,False
raw cosine,1,David Gray,Stella The Artist,folk,Biz Markie,Vapors,hip hop,0.5017708039497569,False
raw cosine,2,David Gray,Stella The Artist,folk,Bob Dylan,Ballad In Plain D,folk,0.49636157511637835,True
raw cosine,1,Rise Against,Swing Life Away (Acoustic),folk,Josh Turner,Soulmate,country,0.7189496142418095,False
raw cosine,2,Rise Against,Swing Life Away (Acoustic),folk,Tony Sly,On the Outside,folk,0.706768690944044,True
raw cosine,1,Bob Dylan,Billy 4,folk,Pain of Salvation,Spitfall,metal,0.6626789551653871,False
raw cosine,2,Bob Dylan,Billy 4,folk,Murs,The Dance,hip hop,0.6265403539181253,False
raw cosine,1,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Biz Markie,Vapors,hip hop,0.6678006172278396,False
raw cosine,2,Bob Dylan,Stuck Inside Of Mobile With The Memphis Blues Again,folk,Tonedeff,Ridiculous,hip hop,0.6462188123703354,False
raw cosine,1,Bob Dylan,Pretty Peggy-O,folk,Rasputina,Mr. E. Leon Rauis,rock,0.5416654706732521,False
raw cosine,2,Bob Dylan,Pretty Peggy-O,folk,Bad Religion,Automatic Man (Album Version),punk,0.5282993028416241,False
raw cosine,1,Bob Dylan,She Belongs To Me,folk,Lionel Richie,She's Amazing,r&b/soul,0.7496652116822717,False
raw cosine,2,Bob Dylan,She Belongs To Me,folk,Janie Fricke,She's Single Again,country,0.7369258686409615,False
raw cosine,1,Bob Dylan,When The Deal Goes Down,folk,Martin Jondo,Hold You,reggae,0.7910491929359419,False
raw cosine,2,Bob Dylan,When The Deal Goes Down,folk,Hieroglyphics,Shift Shape,hip hop,0.7729686927188213,False
raw cosine,1,Bob Dylan,With God On Our Side,folk,Lost Boyz,Keep It Real,hip hop,0.7258165704315714,False
raw cosine,2,Bob Dylan,With God On Our Side,folk,Warren G,We Brings Heat,hip hop,0.7158439676971885,False
raw cosine,1,The Smashing Pumpkins,Terrapin,folk,Fat Joe,Preacher On A Sunday Morning,hip hop,0.6963398906057763,False
raw cosine,2,The Smashing Pumpkins,Terrapin,folk,Ayo,Only You,r&b/soul,0.6852653143008917,False
raw cosine,1,James Taylor,On The 4th of July,folk,Kurt Elling,Moonlight Serenade,jazz,0.6741126880317854,False
raw cosine,2,James Taylor,On The 4th of July,folk,Sebadoh,Showtape '91,electronic,0.6659066271574315,False
raw cosine,1,James Taylor,Company Man,folk,Jeff Timmons,Can't You See,pop,0.7889231788967777,False
raw cosine,2,James Taylor,Company Man,folk,HELLYEAH,Nausea,metal,0.7770988005949183,False
raw cosine,1,Jimmy Buffett,Ace,folk,Bellamy Brothers,Old Hippie,country,0.6899667082079847,False
raw cosine,2,Jimmy Buffett,Ace,folk,Binary Star,Wolfman Jack,hip hop,0.67493263812083,False
raw cosine,1,Ryan Adams,How Do You Keep Love Alive,folk,The Smashing Pumpkins,The Guns of Love Disastrous,rock,0.6572720253602651,False
raw cosine,2,Ryan Adams,How Do You Keep Love Alive,folk,Jim White,Buzzards of Love,folk,0.6544057887647112,True
raw cosine,1,Ryan Adams,When The Stars Go Blue,folk,Diana Ross,Do You Know Where You're Going To,r&b/soul,0.5756519429010702,False
raw cosine,2,Ryan Adams,When The Stars Go Blue,folk,Jennifer Lopez,Theme From Mahagony (Do You Know Where You're Going To),electronic,0.5616768149120054,False
raw cosine,1,Ray LaMontagne,Forever My Friend,folk,The Tear Garden,Judgement Hour,electronic,0.6235777533283492,False
raw cosine,2,Ray LaMontagne,Forever My Friend,folk,Demi Lovato,This Is Me (Acoustic Full Version),pop,0.6204819523891244,False
raw cosine,1,Ray LaMontagne,How Come [Acoustic Mix],folk,Nick Cave & The Bad Seeds,Midnight Man,rock,0.5852238166776126,False
raw cosine,2,Ray LaMontagne,How Come [Acoustic Mix],folk,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.5836354299324463,False
raw cosine,1,Leonard Cohen,Chelsea Hotel #2,folk,Harry Belafonte,Angelina,latin,0.8471485144612962,False
raw cosine,2,Leonard Cohen,Chelsea Hotel #2,folk,The Blues Brothers,Everybody Needs Somebody To Love,blues,0.8431146149360579,False
raw cosine,1,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Blues Traveler,Hook,blues,0.6948590830891974,False
raw cosine,2,We Are Scientists,Lethal Enforcer (Live From Union Chapel_ London),folk,Murs,You & I,hip hop,0.6849975944183156,False
raw cosine,1,KT Tunstall,Change,folk,Bouncing Souls_ The,Pervert,electronic,0.7621562886148283,False
raw cosine,2,KT Tunstall,Change,folk,Cherish,Oooh,r&b/soul,0.7529615521109958,False
raw cosine,1,KT Tunstall,Under The Weather,folk,Eagles Of Death Metal,Already Died,rock,0.7325690820752915,False
raw cosine,2,KT Tunstall,Under The Weather,folk,Soul Asylum,Stranger,rock,0.7278528371557337,False
raw cosine,1,The Verve,So Sister,folk,A Tribe Called Quest,Hot Sex,hip hop,0.7842282792838822,False
raw cosine,2,The Verve,So Sister,folk,Cherish,Oooh,r&b/soul,0.7541778427106477,False
raw cosine,1,Liz Phair,Lost Tonight,folk,Black Eyed Peas,Sexy,hip hop,0.7595398537227716,False
raw cosine,2,Liz Phair,Lost Tonight,folk,Lauryn Hill,Interlude 1,r&b/soul,0.7562653547560878,False
raw cosine,1,The Pogues,Sunnyside Of The Street,folk,Charlotte Martin,In Parentheses,rock,0.7923614115045462,False
raw cosine,2,The Pogues,Sunnyside Of The Street,folk,RODNEY CROWELL,Preachin' To The Choir,country,0.7890104881257605,False
raw cosine,1,Kanye West,Can't Tell Me Nothing,hip hop,Puressence,India,classical,0.7024266522111294,False
raw cosine,2,Kanye West,Can't Tell Me Nothing,hip hop,Pat Travers,I La La La Love You,blues,0.7011174828583588,False
raw cosine,1,Kanye West,Graduation Day,hip hop,Immortal Technique,Crossing the Boundary,hip hop,0.7942108846996822,True
raw cosine,2,Kanye West,Graduation Day,hip hop,Clawfinger,Revenge,metal,0.7679399302907091,False
raw cosine,1,Kanye West,Wake Up Mr. West,hip hop,Todd Snider,Looking For A Job,country,0.718813276487547,False
raw cosine,2,Kanye West,Wake Up Mr. West,hip hop,Harry Belafonte,Angelina,latin,0.715868751350209,False
raw cosine,1,Black Eyed Peas,A8,hip hop,Jeff Timmons,Can't You See,pop,0.775640173200905,False
raw cosine,2,Black Eyed Peas,A8,hip hop,The Blues Brothers,Everybody Needs Somebody To Love,blues,0.7724608046830249,False
raw cosine,1,Black Eyed Peas,Boom Boom Guetta,hip hop,Slick Rick,Let's Get Crazy,hip hop,0.7809157463430818,True
raw cosine,2,Black Eyed Peas,Boom Boom Guetta,hip hop,Esmée Denters,Getting Over You,r&b/soul,0.5910307485315972,False
raw cosine,1,Black Eyed Peas,Communication,hip hop,Dilated Peoples,Live On Stage,hip hop,0.7203881266821792,True
raw cosine,2,Black Eyed Peas,Communication,hip hop,Slum Village,Conant Gardens,hip hop,0.7013992079218276,True
raw cosine,1,Black Eyed Peas,One Tribe,hip hop,Cutting Crew,One For The Mockingbird,rock,0.6484252929966451,False
raw cosine,2,Black Eyed Peas,One Tribe,hip hop,Avail,N30,punk,0.6355929422524544,False
raw cosine,1,Black Eyed Peas,Sexy,hip hop,Kat DeLuna,Run The Show,r&b/soul,0.8086650794028996,False
raw cosine,2,Black Eyed Peas,Sexy,hip hop,Natasha Bedingfield,Stumble,pop,0.8013219695593266,False
raw cosine,1,Black Eyed Peas,Tell Your Momma Come,hip hop,Nick Cave & The Bad Seeds,Midnight Man,rock,0.5903315118479259,False
raw cosine,2,Black Eyed Peas,Tell Your Momma Come,hip hop,Misery Speaks,Sounds Of Brutality,metal,0.5711604400355598,False
raw cosine,1,Black Eyed Peas,The Apl Song,hip hop,Lost Boyz,Keep It Real,hip hop,0.6706259924490934,True
raw cosine,2,Black Eyed Peas,The Apl Song,hip hop,Souls Of Mischief,Fa Sho Fo Real,hip hop,0.6540992986714538,True
raw cosine,1,Kanye West,Diamonds From Sierra Leone,hip hop,Onyx,Onyx Is Back,hip hop,0.6965440087632736,True
raw cosine,2,Kanye West,Diamonds From Sierra Leone,hip hop,Archers Of Loaf,Web In Front,rock,0.6087633742965205,False
raw cosine,1,Eminem,If I Had,hip hop,Skip James,I'm So Glad,blues,0.7344757735871994,False
raw cosine,2,Eminem,If I Had,hip hop,Clipse,Freedom,hip hop,0.7108053288697619,True
raw cosine,1,Eminem,Ken Kaniff,hip hop,Madness,Cardiac Arrest,reggae,0.7456132409803983,False
raw cosine,2,Eminem,Ken Kaniff,hip hop,Organized Konfusion,Releasing Hypnotical Gases,hip hop,0.7442381017090358,True
raw cosine,1,Eminem,My Darling,hip hop,Kevin Devine,Fever Moon,folk,0.8531169870408263,False
raw cosine,2,Eminem,My Darling,hip hop,Clawfinger,Revenge,metal,0.8474561027279263,False
raw cosine,1,Eminem,8 Mile,hip hop,Common,Book Of Life,hip hop,0.896699433811434,True
raw cosine,2,Eminem,8 Mile,hip hop,Gang Starr,Gotta Get Over (Taking Loot) (Explicit),hip hop,0.8727866174428162,True
raw cosine,1,Usher,Love Was Here,hip hop,The Jeff Healey Band,You're Coming Home,blues,0.759042196768557,False
raw cosine,2,Usher,Love Was Here,hip hop,Marques Houston,Naked,r&b/soul,0.7339754351838812,False
raw cosine,1,Akon,Be With You,hip hop,Clawfinger,Revenge,metal,0.819537726220782,False
raw cosine,2,Akon,Be With You,hip hop,Machinemade God,With You,metal,0.7824318819588947,False
raw cosine,1,Akon,Locked Up,hip hop,Ice Cube,When I Get To Heaven (Remix) (Explicit),hip hop,0.6865571612397183,True
raw cosine,2,Akon,Locked Up,hip hop,JET,Let Me Out,rock,0.6459752707942557,False
raw cosine,1,Jay-Z,So Ghetto,hip hop,Amel Larrieux,lucky to be me,jazz,0.77977202325625,False
raw cosine,2,Jay-Z,So Ghetto,hip hop,Sage Francis,Keep Moving,hip hop,0.7744778017557445,True
raw cosine,1,Jay-Z,Heart Of The City (Ain't No Love),hip hop,Anastacia,Club Megamix,rock,0.7862626433588975,False
raw cosine,2,Jay-Z,Heart Of The City (Ain't No Love),hip hop,Ledisi,Best Friend,r&b/soul,0.7792451081910555,False
raw cosine,1,Eminem,Rabbit Run,hip hop,Common,Book Of Life,hip hop,0.8573360919159411,True
raw cosine,2,Eminem,Rabbit Run,hip hop,RODNEY CROWELL,Preachin' To The Choir,country,0.849360414465328,False
raw cosine,1,Nelly,Splurge,hip hop,Remy Ma,I'm,hip hop,0.8525079920543649,True
raw cosine,2,Nelly,Splurge,hip hop,Kool Moe Dee,Bad Mutha,hip hop,0.8516197674376584,True
raw cosine,1,Nelly,St. Louie,hip hop,Soulja Slim,From What I Was Told,hip hop,0.6956358428070462,True
raw cosine,2,Nelly,St. Louie,hip hop,DJ Quik,Safe + Sound,hip hop,0.6904687041916838,True
raw cosine,1,Nelly,Wrap Sumden,hip hop,Remy Ma,I'm,hip hop,0.8402796190115877,True
raw cosine,2,Nelly,Wrap Sumden,hip hop,Beastie Boys,B-Boy Bouillabaisse: A.W.O.L. (2009 Digital Remaster),hip hop,0.8376436529288706,True
raw cosine,1,Jay-Z,Soon You'll Understand,hip hop,Clawfinger,Revenge,metal,0.8240500724231242,False
raw cosine,2,Jay-Z,Soon You'll Understand,hip hop,Chely Wright,Between A Mother And A Child,country,0.8209644768440513,False
